date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-01-31,BKK,departure,14:15,KUL Kuala Lumpur,MH789,,2h 20m,14:15 | Malaysia Airlines | KUL Kuala Lumpur | MH789 | 2h 20m | DETAILS,2026-01-28T09:50:01.407682
2026-01-31,BKK,departure,14:15,MNL Manila,TG624,,3h 10m,14:15 | Thai Airways | MNL Manila | TG624 | 3h 10m | DETAILS,2026-01-28T09:50:01.508058
2026-01-31,BKK,departure,14:15,CGK Jakarta,ET628,,3h 50m,14:15 | Ethiopian | CGK Jakarta | ET628 | 3h 50m | DETAILS,2026-01-28T09:50:01.586680
2026-01-31,BKK,departure,14:20,HKT Phuket,FD4112,,1h 30m,14:20 | Thai AirAsia | HKT Phuket | FD4112 | 1h 30m | DETAILS,2026-01-28T09:50:01.658834
2026-01-31,BKK,departure,14:20,RGN Yangon,8M381,,1h 20m,14:20 | MAI | RGN Yangon | 8M381 | 1h 20m | DETAILS,2026-01-28T09:50:01.721679
2026-01-31,BKK,departure,14:20,SGN Ho Chi Minh City,VN604,,1h 45m,14:20 | Vietnam Airlines | SGN Ho Chi Minh City | VN604 | 1h 45m | DETAILS,2026-01-28T09:50:01.783004
2026-01-31,BKK,departure,14:25,USM Koh Samui,PG151,,1h 10m,14:25 | Bangkok Airways | USM Koh Samui | PG151 | 1h 10m | DETAILS,2026-01-28T09:50:01.843485
2026-01-31,BKK,departure,14:25,CGK Jakarta,TG435,,3h 30m,14:25 | Thai Airways | CGK Jakarta | TG435 | 3h 30m | DETAILS,2026-01-28T09:50:01.904920
2026-01-31,BKK,departure,14:25,HND Tokyo,NH878,,5h 45m,14:25 | ANA | HND Tokyo | NH878 | 5h 45m | DETAILS,2026-01-28T09:50:01.961055
2026-01-31,BKK,departure,14:25,NGB Ningbo,9C7432,,4h 15m,14:25 | Spring Airlines | NGB Ningbo | 9C7432 | 4h 15m | DETAILS,2026-01-28T09:50:02.015004
2026-01-31,BKK,departure,14:30,CEI Chiang Rai,FD4152,,1h 25m,14:30 | Thai AirAsia | CEI Chiang Rai | FD4152 | 1h 25m | DETAILS,2026-01-28T09:50:02.115687
2026-01-31,BKK,departure,14:30,USM Koh Samui,PG153,,1h 10m,14:30 | Bangkok Airways | USM Koh Samui | PG153 | 1h 10m | DETAILS,2026-01-28T09:50:02.200598
2026-01-31,BKK,departure,14:30,SGN Ho Chi Minh City,VU130,,1h 40m,14:30 | Vietravel Airlines | SGN Ho Chi Minh City | VU130 | 1h 40m | DETAILS,2026-01-28T09:50:02.278321
2026-01-31,BKK,departure,14:40,AUH Abu Dhabi,EY405,,7h 25m,14:40 | Etihad | AUH Abu Dhabi | EY405 | 7h 25m | DETAILS,2026-01-28T09:50:02.348381
2026-01-31,BKK,departure,14:40,PQC Phu Quoc,VZ986,,1h 20m,14:40 | Vietjet Thailand | PQC Phu Quoc | VZ986 | 1h 20m | DETAILS,2026-01-28T09:50:02.416555
2026-01-31,BKK,departure,14:40,CAN Guangzhou,KQ886,,2h 55m,14:40 | Kenya Airways | CAN Guangzhou | KQ886 | 2h 55m | DETAILS,2026-01-28T09:50:02.509513
2026-01-31,BKK,departure,14:40,TPE Taipei,BR202,,3h 35m,14:40 | EVA Air | TPE Taipei | BR202 | 3h 35m | DETAILS,2026-01-28T09:50:02.588626
2026-01-31,BKK,departure,14:40,UBP Ubon Ratchathani,VZ224,,1h 5m,14:40 | Vietjet Thailand | UBP Ubon Ratchathani | VZ224 | 1h 5m | DETAILS,2026-01-28T09:50:02.652589
2026-01-31,BKK,departure,14:40,KBV Krabi,VZ342,,1h 25m,14:40 | Vietjet Thailand | KBV Krabi | VZ342 | 1h 25m | DETAILS,2026-01-28T09:50:02.713235
2026-01-31,BKK,departure,14:45,BOM Mumbai,AI2353,,4h 35m,14:45 | Air India | BOM Mumbai | AI2353 | 4h 35m | DETAILS,2026-01-28T09:50:02.770863
2026-01-31,BKK,departure,14:50,HND Tokyo,TG660,,5h 40m,14:50 | Thai Airways | HND Tokyo | TG660 | 5h 40m | DETAILS,2026-01-28T09:50:02.846917
2026-01-31,BKK,departure,14:55,SIN Singapore,TG407,,2h 20m,14:55 | Thai Airways | SIN Singapore | TG407 | 2h 20m | DETAILS,2026-01-28T09:50:02.909113
2026-01-31,BKK,departure,14:55,VVO Vladivostok,SU645,,6h 35m,14:55 | Aeroflot | VVO Vladivostok | SU645 | 6h 35m | DETAILS,2026-01-28T09:50:02.970521
2026-01-31,BKK,departure,15:00,HKT Phuket,TG215,,1h 30m,15:00 | Thai Airways | HKT Phuket | TG215 | 1h 30m | DETAILS,2026-01-28T09:50:03.037979
2026-01-31,BKK,departure,15:00,HEL Helsinki,AY144,,12h 35m,15:00 | Finnair | HEL Helsinki | AY144 | 12h 35m | DETAILS,2026-01-28T09:50:03.104043
2026-01-31,BKK,departure,15:00,SWA Jieyang,9C6194,,2h 55m,15:00 | Spring Airlines | SWA Jieyang | 9C6194 | 2h 55m | DETAILS,2026-01-28T09:50:03.180782
2026-01-31,BKK,departure,15:00,XIY Xian,9C6294,,3h 40m,15:00 | Spring Airlines | XIY Xian | 9C6294 | 3h 40m | DETAILS,2026-01-28T09:50:03.258770
2026-01-31,BKK,departure,15:05,KMG Kunming,MU6088,,2h 25m,15:05 | China Eastern | KMG Kunming | MU6088 | 2h 25m | DETAILS,2026-01-28T09:50:03.329289
2026-01-31,BKK,departure,15:05,CNX Chiang Mai,TG112,,1h 20m,15:05 | Thai Airways | CNX Chiang Mai | TG112 | 1h 20m | DETAILS,2026-01-28T09:50:03.400800
2026-01-31,BKK,departure,15:05,HAN Hanoi,VJ902,,1h 55m,15:05 | VietJet | HAN Hanoi | VJ902 | 1h 55m | DETAILS,2026-01-28T09:50:03.476218
2026-01-31,BKK,departure,15:05,HKG Hong Kong,CX674,,2h 55m,15:05 | Cathay Pacific | HKG Hong Kong | CX674 | 2h 55m | DETAILS,2026-01-28T09:50:03.594244
2026-01-31,BKK,departure,15:10,DEL Delhi,AI2356,,4h 50m,15:10 | Air India | DEL Delhi | AI2356 | 4h 50m | DETAILS,2026-01-28T09:50:03.675451
2026-01-31,BKK,departure,15:15,CNX Chiang Mai,VZ108,,1h 30m,15:15 | Vietjet Thailand | CNX Chiang Mai | VZ108 | 1h 30m | DETAILS,2026-01-28T09:50:03.738956
2026-01-31,BKK,departure,15:15,UBN Ulaanbaatar,OM702,,5h 40m,15:15 | Miat - Mongolian Airlines | UBN Ulaanbaatar | OM702 | 5h 40m | DETAILS,2026-01-28T09:50:03.800103
2026-01-31,BKK,departure,15:15,USM Koh Samui,PG161,,1h 10m,15:15 | Bangkok Airways | USM Koh Samui | PG161 | 1h 10m | DETAILS,2026-01-28T09:50:03.863325
2026-01-31,BKK,departure,15:20,RUH Riyadh,SV847,,8h 10m,15:20 | Saudia | RUH Riyadh | SV847 | 8h 10m | DETAILS,2026-01-28T09:50:03.954222
2026-01-31,BKK,departure,15:25,HKT Phuket,VZ306,,1h 35m,15:25 | Vietjet Thailand | HKT Phuket | VZ306 | 1h 35m | DETAILS,2026-01-28T09:50:04.015588
2026-01-31,BKK,departure,15:30,DEL Delhi,6E1054,,4h 40m,15:30 | IndiGo | DEL Delhi | 6E1054 | 4h 40m | DETAILS,2026-01-28T09:50:04.082458
2026-01-31,BKK,departure,15:30,USM Koh Samui,PG145,,1h 10m,15:30 | Bangkok Airways | USM Koh Samui | PG145 | 1h 10m | DETAILS,2026-01-28T09:50:04.147721
2026-01-31,BKK,departure,15:40,THS Sukhothai,PG213,,1h 20m,15:40 | Bangkok Airways | THS Sukhothai | PG213 | 1h 20m | DETAILS,2026-01-28T09:50:04.211873
2026-01-31,BKK,departure,15:40,RGN Yangon,8M334,,1h 20m,15:40 | MAI | RGN Yangon | 8M334 | 1h 20m | DETAILS,2026-01-28T09:50:04.275317
2026-01-31,BKK,departure,15:45,CAN Guangzhou,CZ3082,,2h 55m,15:45 | China Southern | CAN Guangzhou | CZ3082 | 2h 55m | DETAILS,2026-01-28T09:50:04.353096
2026-01-31,BKK,departure,15:45,LJG Lijiang,DR5042,,2h 40m,15:45 | Ruili Airlines | LJG Lijiang | DR5042 | 2h 40m | DETAILS,2026-01-28T09:50:04.436394
2026-01-31,BKK,departure,15:50,HKG Hong Kong,HX776,,2h 50m,15:50 | Hong Kong Airlines | HKG Hong Kong | HX776 | 2h 50m | DETAILS,2026-01-28T09:50:04.515238
2026-01-31,BKK,departure,15:50,USM Koh Samui,PG163,,1h 10m,15:50 | Bangkok Airways | USM Koh Samui | PG163 | 1h 10m | DETAILS,2026-01-28T09:50:04.594252
2026-01-31,BKK,departure,15:50,SIN Singapore,SQ709,,2h 35m,15:50 | Singapore Airlines | SIN Singapore | SQ709 | 2h 35m | DETAILS,2026-01-28T09:50:04.703125
2026-01-31,BKK,departure,15:50,PVG Shanghai,9C7280,,4h 5m,15:50 | Spring Airlines | PVG Shanghai | 9C7280 | 4h 5m | DETAILS,2026-01-28T09:50:04.770092
2026-01-31,BKK,departure,15:55,HAN Hanoi,VN614,,1h 55m,15:55 | Vietnam Airlines | HAN Hanoi | VN614 | 1h 55m | DETAILS,2026-01-28T09:50:04.836085
2026-01-31,BKK,departure,15:55,KMG Kunming,MU742,,2h 30m,15:55 | China Eastern | KMG Kunming | MU742 | 2h 30m | DETAILS,2026-01-28T09:50:04.930257
2026-01-31,BKK,departure,16:00,BFV Buri Ram,FD4511,,1h 5m,16:00 | Thai AirAsia | BFV Buri Ram | FD4511 | 1h 5m | DETAILS,2026-01-28T09:50:05.010135
2026-01-31,BKK,departure,16:10,STV Surat Gujarat,IX263,,5h 0m,16:10 | Air India Express | STV Surat Gujarat | IX263 | 5h 0m | DETAILS,2026-01-28T09:50:05.073986
2026-01-31,BKK,departure,16:15,DAC Dhaka,BG389,,2h 45m,16:15 | Biman | DAC Dhaka | BG389 | 2h 45m | DETAILS,2026-01-28T09:50:05.140593
2026-01-31,BKK,departure,16:15,TDX Trat,PG307,,1h 0m,16:15 | Bangkok Airways | TDX Trat | PG307 | 1h 0m | DETAILS,2026-01-28T09:50:05.203282
2026-01-31,BKK,departure,16:15,UBP Ubon Ratchathani,TG28,,1h 10m,16:15 | Thai Airways | UBP Ubon Ratchathani | TG28 | 1h 10m | DETAILS,2026-01-28T09:50:05.267717
2026-01-31,BKK,departure,16:15,USM Koh Samui,PG159,,1h 35m,16:15 | Bangkok Airways | USM Koh Samui | PG159 | 1h 35m | DETAILS,2026-01-28T09:50:05.329396
2026-01-31,BKK,departure,16:15,PVG Shanghai,9C7282,,4h 10m,16:15 | Spring Airlines | PVG Shanghai | 9C7282 | 4h 10m | DETAILS,2026-01-28T09:50:05.400624
2026-01-31,BKK,departure,16:20,PEK Beijing,HU430,,4h 45m,16:20 | Hainan Airlines | PEK Beijing | HU430 | 4h 45m | DETAILS,2026-01-28T09:50:05.501714
2026-01-31,BKK,departure,16:20,NKG Nanjing,JD620,,3h 35m,16:20 | Capital Airlines | NKG Nanjing | JD620 | 3h 35m | DETAILS,2026-01-28T09:50:05.592112
2026-01-31,BKK,departure,16:25,CNX Chiang Mai,FD4108,,1h 20m,16:25 | Thai AirAsia | CNX Chiang Mai | FD4108 | 1h 20m | DETAILS,2026-01-28T09:50:05.680082
2026-01-31,BKK,departure,16:25,HKG Hong Kong,UO701,,2h 55m,16:25 | HK Express | HKG Hong Kong | UO701 | 2h 55m | DETAILS,2026-01-28T09:50:05.757264
2026-01-31,BKK,departure,16:30,HDY Hat Yai,FD4204,,1h 30m,16:30 | Thai AirAsia | HDY Hat Yai | FD4204 | 1h 30m | DETAILS,2026-01-28T09:50:05.859432
2026-01-31,BKK,departure,16:30,USM Koh Samui,PG165,,1h 10m,16:30 | Bangkok Airways | USM Koh Samui | PG165 | 1h 10m | DETAILS,2026-01-28T09:50:05.927132
2026-01-31,BKK,departure,16:30,IKT Irkutsk,S76310,,6h 25m,16:30 | S7 Airlines | IKT Irkutsk | S76310 | 6h 25m | DETAILS,2026-01-28T09:50:05.991121
2026-01-31,BKK,departure,16:35,SIN Singapore,TG409,,2h 20m,16:35 | Thai Airways | SIN Singapore | TG409 | 2h 20m | DETAILS,2026-01-28T09:50:06.056047
2026-01-31,BKK,departure,16:45,KWE Guiyang,AQ1208,,2h 5m,16:45 | 9 Air | KWE Guiyang | AQ1208 | 2h 5m | DETAILS,2026-01-28T09:50:06.122001
2026-01-31,BKK,departure,16:45,KUL Kuala Lumpur,TG417,,2h 10m,16:45 | Thai Airways | KUL Kuala Lumpur | TG417 | 2h 10m | DETAILS,2026-01-28T09:50:06.186385
2026-01-31,BKK,departure,16:50,PVG Shanghai,FM834,,4h 20m,16:50 | Shanghai Airlines | PVG Shanghai | FM834 | 4h 20m | DETAILS,2026-01-28T09:50:06.248546
2026-01-31,BKK,departure,16:50,CEI Chiang Rai,TG136,,1h 30m,16:50 | Thai Airways | CEI Chiang Rai | TG136 | 1h 30m | DETAILS,2026-01-28T09:50:06.314389
2026-01-31,BKK,departure,16:55,SAI Siem Reap,PG907,,1h 50m,16:55 | Bangkok Airways | SAI Siem Reap | PG907 | 1h 50m | DETAILS,2026-01-28T09:50:06.378335
2026-01-31,BKK,departure,16:55,HKG Hong Kong,UA821,,2h 50m,16:55 | United | HKG Hong Kong | UA821 | 2h 50m | DETAILS,2026-01-28T09:50:06.442609
2026-01-31,BKK,departure,16:55,HKG Hong Kong,CX706,,2h 45m,16:55 | Cathay Pacific | HKG Hong Kong | CX706 | 2h 45m | DETAILS,2026-01-28T09:50:06.510079
2026-01-31,BKK,departure,17:00,KBV Krabi,VZ2342,,1h 25m,17:00 | Vietjet Thailand | KBV Krabi | VZ2342 | 1h 25m | DETAILS,2026-01-28T09:50:06.591444
2026-01-31,BKK,departure,17:00,SIN Singapore,TR637,,2h 40m,17:00 | Scoot | SIN Singapore | TR637 | 2h 40m | DETAILS,2026-01-28T09:50:06.684397
2026-01-31,BKK,departure,17:00,URT Surat Thani,VZ352,,1h 20m,17:00 | Vietjet Thailand | URT Surat Thani | VZ352 | 1h 20m | DETAILS,2026-01-28T09:50:06.759851
2026-01-31,BKK,departure,17:05,KUL Kuala Lumpur,MH783,,2h 20m,17:05 | Malaysia Airlines | KUL Kuala Lumpur | MH783 | 2h 20m | DETAILS,2026-01-28T09:50:06.832987
2026-01-31,BKK,departure,17:05,BLR Bengaluru,IX883,,4h 10m,17:05 | Air India Express | BLR Bengaluru | IX883 | 4h 10m | DETAILS,2026-01-28T09:50:06.935720
2026-01-31,BKK,departure,17:05,CNX Chiang Mai,VZ120,,1h 20m,17:05 | Vietjet Thailand | CNX Chiang Mai | VZ120 | 1h 20m | DETAILS,2026-01-28T09:50:07.007004
2026-01-31,BKK,departure,17:10,HYD Hyderabad,6E1068,,3h 55m,17:10 | IndiGo | HYD Hyderabad | 6E1068 | 3h 55m | DETAILS,2026-01-28T09:50:07.071674
2026-01-31,BKK,departure,17:10,RGN Yangon,TG303,,1h 20m,17:10 | Thai Airways | RGN Yangon | TG303 | 1h 20m | DETAILS,2026-01-28T09:50:07.153110
2026-01-31,BKK,departure,17:10,KTI Phnom Penh,K6725,,1h 10m,17:10 | Air Cambodia | KTI Phnom Penh | K6725 | 1h 10m | DETAILS,2026-01-28T09:50:07.216678
2026-01-31,BKK,departure,17:10,LYA Luoyang,UQ2642,,4h 10m,17:10 | Urumqi Airlines | LYA Luoyang | UQ2642 | 4h 10m | DETAILS,2026-01-28T09:50:07.280406
2026-01-31,BKK,departure,17:15,HKT Phuket,TG217,,1h 30m,17:15 | Thai Airways | HKT Phuket | TG217 | 1h 30m | DETAILS,2026-01-28T09:50:07.345322
2026-01-31,BKK,departure,17:15,TPE Taipei,BR68,,3h 35m,17:15 | EVA Air | TPE Taipei | BR68 | 3h 35m | DETAILS,2026-01-28T09:50:07.405205
2026-01-31,BKK,departure,17:20,USM Koh Samui,PG171,,1h 35m,17:20 | Bangkok Airways | USM Koh Samui | PG171 | 1h 35m | DETAILS,2026-01-28T09:50:07.466267
2026-01-31,BKK,departure,17:20,UTH Udon Thani,VZ202,,1h 10m,17:20 | Vietjet Thailand | UTH Udon Thani | VZ202 | 1h 10m | DETAILS,2026-01-28T09:50:07.526118
2026-01-31,BKK,departure,17:25,HGH Hangzhou,GJ8022,,4h 0m,17:25 | Loong Air | HGH Hangzhou | GJ8022 | 4h 0m | DETAILS,2026-01-28T09:50:07.593461
2026-01-31,BKK,departure,17:25,KKC Khon Kaen,VZ214,,1h 5m,17:25 | Vietjet Thailand | KKC Khon Kaen | VZ214 | 1h 5m | DETAILS,2026-01-28T09:50:07.675887
2026-01-31,BKK,departure,17:30,HKT Phuket,PG277,,1h 35m,17:30 | Bangkok Airways | HKT Phuket | PG277 | 1h 35m | DETAILS,2026-01-28T09:50:07.754968
2026-01-31,BKK,departure,17:30,USM Koh Samui,PG173,,1h 10m,17:30 | Bangkok Airways | USM Koh Samui | PG173 | 1h 10m | DETAILS,2026-01-28T09:50:07.835048
2026-01-31,BKK,departure,17:30,HAN Hanoi,TG564,,1h 50m,17:30 | Thai Airways | HAN Hanoi | TG564 | 1h 50m | DETAILS,2026-01-28T09:50:07.905975
2026-01-31,BKK,departure,17:30,TPE Taipei,TG636,,3h 40m,17:30 | Thai Airways | TPE Taipei | TG636 | 3h 40m | DETAILS,2026-01-28T09:50:08.011042
2026-01-31,BKK,departure,17:35,XMN Xiamen,MF834,,3h 10m,17:35 | XiamenAir | XMN Xiamen | MF834 | 3h 10m | DETAILS,2026-01-28T09:50:08.078304
2026-01-31,BKK,departure,17:35,SGN Ho Chi Minh City,TG556,,1h 30m,17:35 | Thai Airways | SGN Ho Chi Minh City | TG556 | 1h 30m | DETAILS,2026-01-28T09:50:08.146349
2026-01-31,BKK,departure,17:40,TPE Taipei,JX746,,3h 50m,17:40 | Starlux | TPE Taipei | JX746 | 3h 50m | DETAILS,2026-01-28T09:50:08.208091
2026-01-31,BKK,departure,17:40,HKG Hong Kong,CX708,,2h 50m,17:40 | Cathay Pacific | HKG Hong Kong | CX708 | 2h 50m | DETAILS,2026-01-28T09:50:08.284675
2026-01-31,BKK,departure,17:45,KTI Phnom Penh,VZ722,,1h 15m,17:45 | Vietjet Thailand | KTI Phnom Penh | VZ722 | 1h 15m | DETAILS,2026-01-28T09:50:08.345335
2026-01-31,BKK,departure,17:50,TPE Taipei,CI836,,3h 35m,17:50 | China Airlines | TPE Taipei | CI836 | 3h 35m | DETAILS,2026-01-28T09:50:08.430139
2026-01-31,BKK,departure,17:55,TFU Chengdu,CA472,,3h 20m,17:55 | Air China | TFU Chengdu | CA472 | 3h 20m | DETAILS,2026-01-28T09:50:08.494565
2026-01-31,BKK,departure,17:55,DEL Delhi,AI2335,,4h 50m,17:55 | Air India | DEL Delhi | AI2335 | 4h 50m | DETAILS,2026-01-28T09:50:08.558130
2026-01-31,BKK,departure,17:55,SHJ Sharjah,G9817,,7h 0m,17:55 | Air Arabia | SHJ Sharjah | G9817 | 7h 0m | DETAILS,2026-01-28T09:50:08.624047
2026-01-31,BKK,departure,18:00,SYD Sydney,QF296,,9h 35m,18:00 | Qantas | SYD Sydney | QF296 | 9h 35m | DETAILS,2026-01-28T09:50:08.691269
2026-01-31,BKK,departure,18:00,CEI Chiang Rai,VZ134,,1h 25m,18:00 | Vietjet Thailand | CEI Chiang Rai | VZ134 | 1h 25m | DETAILS,2026-01-28T09:50:08.769331
2026-01-31,BKK,departure,18:05,CAN Guangzhou,CZ8024,,2h 50m,18:05 | China Southern | CAN Guangzhou | CZ8024 | 2h 50m | DETAILS,2026-01-28T09:50:08.868568
2026-01-31,BKK,departure,18:10,TAO Qingdao,QW9898,,4h 30m,18:10 | Qingdao Airlines | TAO Qingdao | QW9898 | 4h 30m | DETAILS,2026-01-28T09:50:08.945127
2026-01-31,BKK,departure,18:10,SIN Singapore,SQ711,,2h 30m,18:10 | Singapore Airlines | SIN Singapore | SQ711 | 2h 30m | DETAILS,2026-01-28T09:50:09.017294
2026-01-31,BKK,departure,18:10,HKG Hong Kong,TG602,,2h 45m,18:10 | Thai Airways | HKG Hong Kong | TG602 | 2h 45m | DETAILS,2026-01-28T09:50:09.132469
2026-01-31,BKK,departure,18:15,KTI Phnom Penh,TG584,,1h 20m,18:15 | Thai Airways | KTI Phnom Penh | TG584 | 1h 20m | DETAILS,2026-01-28T09:50:09.214224
2026-01-31,BKK,departure,18:15,TFU Chengdu,MU5036,,3h 10m,18:15 | China Eastern | TFU Chengdu | MU5036 | 3h 10m | DETAILS,2026-01-28T09:50:09.276978
2026-01-31,BKK,departure,18:20,UTH Udon Thani,FD4352,,1h 10m,18:20 | Thai AirAsia | UTH Udon Thani | FD4352 | 1h 10m | DETAILS,2026-01-28T09:50:09.338885
2026-01-31,BKK,departure,18:20,MEL Melbourne,TG465,,9h 0m,18:20 | Thai Airways | MEL Melbourne | TG465 | 9h 0m | DETAILS,2026-01-28T09:50:09.399988
2026-01-31,BKK,departure,18:20,TFU Chengdu,3U3936,,3h 0m,18:20 | Sichuan Airlines | TFU Chengdu | 3U3936 | 3h 0m | DETAILS,2026-01-28T09:50:09.459665
2026-01-31,BKK,departure,18:25,KBV Krabi,FD4408,,1h 35m,18:25 | Thai AirAsia | KBV Krabi | FD4408 | 1h 35m | DETAILS,2026-01-28T09:50:09.527187
2026-01-31,BKK,departure,18:25,KBV Krabi,TG249,,1h 25m,18:25 | Thai Airways | KBV Krabi | TG249 | 1h 25m | DETAILS,2026-01-28T09:50:09.595045
2026-01-31,BKK,departure,18:25,SIN Singapore,TR611,,2h 45m,18:25 | Scoot | SIN Singapore | TR611 | 2h 45m | DETAILS,2026-01-28T09:50:09.661081
2026-01-31,BKK,departure,18:25,LHE Lahore,TG345,,5h 15m,18:25 | Thai Airways | LHE Lahore | TG345 | 5h 15m | DETAILS,2026-01-28T09:50:09.727009
2026-01-31,BKK,departure,18:30,HDY Hat Yai,TG267,,1h 30m,18:30 | Thai Airways | HDY Hat Yai | TG267 | 1h 30m | DETAILS,2026-01-28T09:50:09.791803
2026-01-31,BKK,departure,18:30,VTE Vientiane,TG574,,1h 15m,18:30 | Thai Airways | VTE Vientiane | TG574 | 1h 15m | DETAILS,2026-01-28T09:50:09.866266
2026-01-31,BKK,departure,18:30,HKT Phuket,TG221,,1h 30m,18:30 | Thai Airways | HKT Phuket | TG221 | 1h 30m | DETAILS,2026-01-28T09:50:09.948676
2026-01-31,BKK,departure,18:35,KHH Kaohsiung,CI840,,3h 20m,18:35 | China Airlines | KHH Kaohsiung | CI840 | 3h 20m | DETAILS,2026-01-28T09:50:10.025898
2026-01-31,BKK,departure,18:35,HAN Hanoi,VJ904,,1h 50m,18:35 | VietJet | HAN Hanoi | VJ904 | 1h 50m | DETAILS,2026-01-28T09:50:10.099588
2026-01-31,BKK,departure,18:35,HKT Phuket,VZ2304,,1h 35m,18:35 | Vietjet Thailand | HKT Phuket | VZ2304 | 1h 35m | DETAILS,2026-01-28T09:50:10.173861
2026-01-31,BKK,departure,18:40,KUL Kuala Lumpur,MH775,,2h 20m,18:40 | Malaysia Airlines | KUL Kuala Lumpur | MH775 | 2h 20m | DETAILS,2026-01-28T09:50:10.279383
2026-01-31,BKK,departure,18:40,KBV Krabi,VZ344,,1h 30m,18:40 | Vietjet Thailand | KBV Krabi | VZ344 | 1h 30m | DETAILS,2026-01-28T09:50:10.340630
2026-01-31,BKK,departure,18:40,USM Koh Samui,PG177,,1h 10m,18:40 | Bangkok Airways | USM Koh Samui | PG177 | 1h 10m | DETAILS,2026-01-28T09:50:10.403885
2026-01-31,BKK,departure,18:45,HKT Phuket,FD4114,,1h 40m,18:45 | Thai AirAsia | HKT Phuket | FD4114 | 1h 40m | DETAILS,2026-01-28T09:50:10.466829
2026-01-31,BKK,departure,18:45,MNL Manila,PR737,,3h 30m,18:45 | PAL | MNL Manila | PR737 | 3h 30m | DETAILS,2026-01-28T09:50:10.566173
2026-01-31,BKK,departure,18:45,ISB Islamabad,TG349,,5h 35m,18:45 | Thai Airways | ISB Islamabad | TG349 | 5h 35m | DETAILS,2026-01-28T09:50:10.634499
2026-01-31,BKK,departure,18:50,PVG Shanghai,9C8892,,4h 40m,18:50 | Spring Airlines | PVG Shanghai | 9C8892 | 4h 40m | DETAILS,2026-01-28T09:50:10.697615
2026-01-31,BKK,departure,18:50,KHI Karachi,TG341,,5h 35m,18:50 | Thai Airways | KHI Karachi | TG341 | 5h 35m | DETAILS,2026-01-28T09:50:10.758994
2026-01-31,BKK,departure,18:50,CNX Chiang Mai,VZ2106,,1h 30m,18:50 | Vietjet Thailand | CNX Chiang Mai | VZ2106 | 1h 30m | DETAILS,2026-01-28T09:50:10.825328
2026-01-31,BKK,departure,18:55,BOM Mumbai,TG317,,4h 35m,18:55 | Thai Airways | BOM Mumbai | TG317 | 4h 35m | DETAILS,2026-01-28T09:50:10.884947
2026-01-31,BKK,departure,18:55,DOH Doha,QR835,,7h 25m,18:55 | Qatar Airways | DOH Doha | QR835 | 7h 25m | DETAILS,2026-01-28T09:50:10.952806
2026-01-31,BKK,departure,18:55,CAN Guangzhou,CZ364,,3h 10m,18:55 | China Southern | CAN Guangzhou | CZ364 | 3h 10m | DETAILS,2026-01-28T09:50:11.042056
2026-01-31,BKK,departure,19:00,HAN Hanoi,VN618,,1h 55m,19:00 | Vietnam Airlines | HAN Hanoi | VN618 | 1h 55m | DETAILS,2026-01-28T09:50:11.130123
2026-01-31,BKK,departure,19:00,SIN Singapore,TG401,,2h 20m,19:00 | Thai Airways | SIN Singapore | TG401 | 2h 20m | DETAILS,2026-01-28T09:50:11.212258
2026-01-31,BKK,departure,19:05,PVG Shanghai,FM856,,4h 30m,19:05 | Shanghai Airlines | PVG Shanghai | FM856 | 4h 30m | DETAILS,2026-01-28T09:50:11.281002
2026-01-31,BKK,departure,19:05,CNX Chiang Mai,TG120,,1h 20m,19:05 | Thai Airways | CNX Chiang Mai | TG120 | 1h 20m | DETAILS,2026-01-28T09:50:11.392566
2026-01-31,BKK,departure,19:10,KKC Khon Kaen,FD4503,,1h 10m,19:10 | Thai AirAsia | KKC Khon Kaen | FD4503 | 1h 10m | DETAILS,2026-01-28T09:50:11.456625
2026-01-31,BKK,departure,19:10,HAK Haikou,HU722,,2h 25m,19:10 | Hainan Airlines | HAK Haikou | HU722 | 2h 25m | DETAILS,2026-01-28T09:50:11.528604
2026-01-31,BKK,departure,19:10,BAH Bahrain,GF153,,7h 40m,19:10 | Gulf Air | BAH Bahrain | GF153 | 7h 40m | DETAILS,2026-01-28T09:50:11.608974
2026-01-31,BKK,departure,19:15,HKG Hong Kong,CX702,,2h 45m,19:15 | Cathay Pacific | HKG Hong Kong | CX702 | 2h 45m | DETAILS,2026-01-28T09:50:11.676207
2026-01-31,BKK,departure,19:15,SZX Shenzhen,CZ8324,,2h 50m,19:15 | China Southern | SZX Shenzhen | CZ8324 | 2h 50m | DETAILS,2026-01-28T09:50:11.737503
2026-01-31,BKK,departure,19:15,KTI Phnom Penh,PG935,,1h 45m,19:15 | Bangkok Airways | KTI Phnom Penh | PG935 | 1h 45m | DETAILS,2026-01-28T09:50:11.799978
2026-01-31,BKK,departure,19:15,UTH Udon Thani,TG8,,1h 10m,19:15 | Thai Airways | UTH Udon Thani | TG8 | 1h 10m | DETAILS,2026-01-28T09:50:11.863075
2026-01-31,BKK,departure,19:15,USM Koh Samui,PG191,,1h 10m,19:15 | Bangkok Airways | USM Koh Samui | PG191 | 1h 10m | DETAILS,2026-01-28T09:50:11.922630
2026-01-31,BKK,departure,19:20,CKG Chongqing,3U3772,,3h 25m,19:20 | Sichuan Airlines | CKG Chongqing | 3U3772 | 3h 25m | DETAILS,2026-01-28T09:50:11.982566
